,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
6/30/2009,"$83,686.35 ","$120,468.52 ","$98,682.31 ","$122,246.34 ","$106,043.28 ","$111,907.72 ","$100,577.86 ","$132,869.88 ","$95,891.73 ","$115,119.08 ","$102,409.51 ","$68,283.29 ","$101,677.69 ",,,6/30/2009,"$130,424.39 ","$68,283.29 ","$101,677.69 "," 141,960 "," 130,424 "," (11,535)",-8.1%," 111,415 "," 68,283 "," (43,132)",-38.7%," 109,925 "," 101,678 "," (8,247)",-7.5%,,6/30/2009,-8.1%,-38.7%,-7.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2009,"$84,484.78 ","$120,814.84 ","$99,254.36 ","$123,665.05 ","$106,956.83 ","$112,405.12 ","$100,577.86 ","$133,647.21 ","$94,890.63 ","$115,901.39 ","$102,367.89 ","$68,565.25 ","$102,397.33 ",,,7/1/2009,"$130,816.19 ","$68,565.25 ","$102,397.33 "," 141,960 "," 130,816 "," (11,143)",-7.8%," 111,415 "," 68,565 "," (42,850)",-38.5%," 109,925 "," 102,397 "," (7,527)",-6.8%,,7/1/2009,-7.8%,-38.5%,-6.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2009,"$82,307.28 ","$119,123.77 ","$97,414.02 ","$121,498.18 ","$105,166.37 ","$110,190.50 ","$100,577.86 ","$130,134.83 ","$93,669.78 ","$113,869.29 ","$100,288.12 ","$66,695.41 ","$100,918.07 ",,,7/2/2009,"$128,186.95 ","$66,695.41 ","$100,918.07 "," 141,960 "," 128,187 "," (13,773)",-9.7%," 111,415 "," 66,695 "," (44,720)",-40.1%," 109,925 "," 100,918 "," (9,007)",-8.2%,,7/2/2009,-9.7%,-40.1%,-8.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2009,"$81,978.58 ","$118,197.44 ","$96,923.46 ","$121,014.36 ","$104,849.61 ","$109,608.31 ","$100,577.86 ","$129,645.40 ","$92,828.75 ","$113,571.96 ","$99,124.77 ","$66,687.99 ","$100,318.37 ",,,7/6/2009,"$127,363.24 ","$66,687.99 ","$100,318.37 "," 141,960 "," 127,363 "," (14,596)",-10.3%," 111,415 "," 66,688 "," (44,727)",-40.1%," 109,925 "," 100,318 "," (9,606)",-8.7%,,7/6/2009,-10.3%,-40.1%,-8.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2009,"$79,897.97 ","$118,071.49 ","$95,630.44 ","$119,283.31 ","$103,811.15 ","$107,915.48 ","$100,577.86 ","$126,967.93 ","$92,693.10 ","$111,646.01 ","$96,328.10 ","$65,396.91 ","$99,318.87 ",,,7/7/2009,"$125,198.16 ","$65,396.91 ","$99,318.87 "," 141,960 "," 125,198 "," (16,761)",-11.8%," 111,415 "," 65,397 "," (46,018)",-41.3%," 109,925 "," 99,319 "," (10,606)",-9.6%,,7/7/2009,-11.8%,-41.3%,-9.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2009,"$79,650.47 ","$116,890.86 ","$95,123.42 ","$119,582.82 ","$102,969.57 ","$107,505.36 ","$100,577.86 ","$126,795.19 ","$92,665.97 ","$111,378.17 ","$96,664.77 ","$65,352.39 ","$99,278.89 ",,,7/8/2009,"$125,191.09 ","$65,352.39 ","$99,278.89 "," 141,960 "," 125,191 "," (16,769)",-11.8%," 111,415 "," 65,352 "," (46,063)",-41.3%," 109,925 "," 99,279 "," (10,646)",-9.7%,,7/8/2009,-11.8%,-41.3%,-9.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2009,"$80,446.34 ","$117,769.18 ","$95,881.60 ","$119,738.75 ","$103,974.82 ","$108,242.42 ","$100,577.86 ","$127,054.30 ","$93,751.17 ","$112,152.52 ","$97,454.29 ","$65,478.53 ","$99,518.77 ",,,7/9/2009,"$125,885.74 ","$65,478.53 ","$99,518.77 "," 141,960 "," 125,886 "," (16,074)",-11.3%," 111,415 "," 65,479 "," (45,936)",-41.2%," 109,925 "," 99,519 "," (10,406)",-9.5%,,7/9/2009,-11.3%,-41.2%,-9.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2009,"$80,148.32 ","$117,209.78 ","$95,521.66 ","$119,680.47 ","$103,265.62 ","$107,993.75 ","$100,577.86 ","$126,737.61 ","$92,774.49 ","$111,839.09 ","$98,091.61 ","$65,322.71 ","$98,919.07 ",,,7/10/2009,"$125,696.73 ","$65,322.71 ","$98,919.07 "," 141,960 "," 125,697 "," (16,263)",-11.5%," 111,415 "," 65,323 "," (46,092)",-41.4%," 109,925 "," 98,919 "," (11,006)",-10.0%,,7/10/2009,-11.5%,-41.4%,-10.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2009,"$81,272.23 ","$117,959.31 ","$96,432.92 ","$121,479.70 ","$103,806.63 ","$109,206.84 ","$100,577.86 ","$129,674.19 ","$93,181.44 ","$112,852.97 ","$100,171.51 ","$66,910.59 ","$100,478.29 ",,,7/13/2009,"$127,695.36 ","$66,910.59 ","$100,478.29 "," 141,960 "," 127,695 "," (14,264)",-10.0%," 111,415 "," 66,911 "," (44,504)",-39.9%," 109,925 "," 100,478 "," (9,446)",-8.6%,,7/13/2009,-10.0%,-39.9%,-8.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2009,"$81,880.08 ","$118,648.48 ","$97,011.64 ","$121,797.66 ","$104,458.27 ","$109,825.18 ","$100,577.86 ","$130,595.47 ","$93,479.87 ","$113,432.93 ","$101,379.82 ","$67,289.01 ","$100,758.15 ",,,7/14/2009,"$128,505.62 ","$67,289.01 ","$100,758.15 "," 141,960 "," 128,506 "," (13,454)",-9.5%," 111,415 "," 67,289 "," (44,126)",-39.6%," 109,925 "," 100,758 "," (9,166)",-8.3%,,7/14/2009,-9.5%,-39.6%,-8.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2009,"$85,592.07 ","$120,830.52 ","$99,928.96 ","$124,195.28 ","$107,402.97 ","$113,249.23 ","$100,577.86 ","$134,510.91 ","$95,107.67 ","$116,919.34 ","$105,017.92 ","$69,255.31 ","$102,557.25 ",,,7/15/2009,"$132,055.11 ","$69,255.31 ","$102,557.25 "," 141,960 "," 132,055 "," (9,905)",-7.0%," 111,415 "," 69,255 "," (42,160)",-37.8%," 109,925 "," 102,557 "," (7,367)",-6.7%,,7/15/2009,-7.0%,-37.8%,-6.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2009,"$86,219.41 ","$121,013.97 ","$100,371.34 ","$124,781.63 ","$107,521.81 ","$113,965.81 ","$100,577.86 ","$135,835.25 ","$95,731.66 ","$117,476.28 ","$106,707.14 ","$69,144.01 ","$103,276.89 ",,,7/16/2009,"$133,229.71 ","$69,144.01 ","$103,276.89 "," 141,960 "," 133,230 "," (8,730)",-6.1%," 111,415 "," 69,144 "," (42,271)",-37.9%," 109,925 "," 103,277 "," (6,648)",-6.0%,,7/16/2009,-6.1%,-37.9%,-6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2009,"$86,914.55 ","$121,247.33 ","$100,865.72 ","$125,253.34 ","$108,070.38 ","$114,559.16 ","$100,577.86 ","$135,892.83 ","$96,165.74 ","$118,132.54 ","$107,310.14 ","$69,900.85 ","$103,156.95 ",,,7/17/2009,"$133,724.35 ","$69,900.85 ","$103,156.95 "," 141,960 "," 133,724 "," (8,235)",-5.8%," 111,415 "," 69,901 "," (41,514)",-37.3%," 109,925 "," 103,157 "," (6,768)",-6.2%,,7/17/2009,-5.8%,-37.3%,-6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2009,"$88,936.67 ","$123,193.63 ","$102,689.46 ","$126,432.75 ","$110,203.91 ","$116,528.43 ","$100,577.86 ","$137,418.70 ","$97,522.24 ","$120,071.74 ","$109,989.50 ","$70,642.85 ","$104,316.37 ",,,7/20/2009,"$135,775.16 ","$70,642.85 ","$104,316.37 "," 141,960 "," 135,775 "," (6,184)",-4.4%," 111,415 "," 70,643 "," (40,772)",-36.6%," 109,925 "," 104,316 "," (5,608)",-5.1%,,7/20/2009,-4.4%,-36.6%,-5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2009,"$89,129.79 ","$123,072.43 ","$102,770.00 ","$126,971.23 ","$110,073.20 ","$116,825.40 ","$100,577.86 ","$138,023.29 ","$97,522.24 ","$120,226.24 ","$109,508.47 ","$70,969.33 ","$104,556.25 ",,,7/21/2009,"$135,987.98 ","$70,969.33 ","$104,556.25 "," 141,960 "," 135,988 "," (5,972)",-4.2%," 111,415 "," 70,969 "," (40,446)",-36.3%," 109,925 "," 104,556 "," (5,368)",-4.9%,,7/21/2009,-4.2%,-36.3%,-4.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2009,"$89,423.95 ","$123,494.01 ","$103,080.06 ","$127,137.06 ","$110,113.75 ","$117,288.39 ","$100,577.86 ","$138,109.66 ","$97,793.54 ","$120,471.92 ","$110,117.71 ","$70,954.49 ","$104,596.23 ",,,7/22/2009,"$136,365.06 ","$70,954.49 ","$104,596.23 "," 141,960 "," 136,365 "," (5,595)",-3.9%," 111,415 "," 70,954 "," (40,460)",-36.3%," 109,925 "," 104,596 "," (5,328)",-4.8%,,7/22/2009,-3.9%,-36.3%,-4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2009,"$91,768.68 ","$123,707.88 ","$104,563.30 ","$129,002.78 ","$111,461.57 ","$119,254.49 ","$100,577.86 ","$141,391.72 ","$98,363.27 ","$122,661.64 ","$113,248.95 ","$72,520.11 ","$105,995.53 ",,,7/23/2009,"$138,947.00 ","$72,520.11 ","$105,995.53 "," 141,960 "," 138,947 "," (3,013)",-2.1%," 111,415 "," 72,520 "," (38,895)",-34.9%," 109,925 "," 105,996 "," (3,929)",-3.6%,,7/23/2009,-2.1%,-34.9%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2009,"$91,545.81 ","$124,291.05 ","$104,616.16 ","$129,217.97 ","$111,489.01 ","$119,325.14 ","$100,577.86 ","$141,852.36 ","$99,095.78 ","$122,442.51 ","$112,272.95 ","$72,816.91 ","$106,275.39 ",,,7/24/2009,"$139,025.36 ","$72,816.91 ","$106,275.39 "," 141,960 "," 139,025 "," (2,934)",-2.1%," 111,415 "," 72,817 "," (38,598)",-34.6%," 109,925 "," 106,275 "," (3,649)",-3.3%,,7/24/2009,-2.1%,-34.6%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2009,"$91,952.22 ","$124,755.88 ","$105,005.64 ","$129,360.33 ","$112,005.88 ","$119,738.26 ","$100,577.86 ","$142,456.95 ","$99,448.47 ","$122,842.10 ","$111,916.87 ","$73,032.09 ","$106,395.33 ",,,7/27/2009,"$139,289.78 ","$73,032.09 ","$106,395.33 "," 141,960 "," 139,290 "," (2,670)",-1.9%," 111,415 "," 73,032 "," (38,383)",-34.5%," 109,925 "," 106,395 "," (3,529)",-3.2%,,7/27/2009,-1.9%,-34.5%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2009,"$91,405.77 ","$123,548.63 ","$104,310.40 ","$128,791.76 ","$111,408.60 ","$119,451.66 ","$100,577.86 ","$142,111.47 ","$99,584.12 ","$122,341.56 ","$112,405.56 ","$72,690.77 ","$105,955.55 ",,,7/28/2009,"$139,167.35 ","$72,690.77 ","$105,955.55 "," 141,960 "," 139,167 "," (2,792)",-2.0%," 111,415 "," 72,691 "," (38,724)",-34.8%," 109,925 "," 105,956 "," (3,969)",-3.6%,,7/28/2009,-2.0%,-34.8%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2009,"$90,681.19 ","$123,001.56 ","$103,714.72 ","$128,675.85 ","$110,221.71 ","$118,528.31 ","$100,577.86 ","$141,420.51 ","$99,882.55 ","$121,593.76 ","$111,789.21 ","$72,512.69 ","$105,675.69 ",,,7/29/2009,"$138,646.19 ","$72,512.69 ","$105,675.69 "," 141,960 "," 138,646 "," (3,313)",-2.3%," 111,415 "," 72,513 "," (38,902)",-34.9%," 109,925 "," 105,676 "," (4,249)",-3.9%,,7/29/2009,-2.3%,-34.9%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2009,"$92,095.46 ","$124,179.31 ","$104,938.88 ","$129,776.78 ","$111,816.65 ","$119,855.53 ","$100,577.86 ","$142,946.38 ","$101,211.92 ","$122,953.00 ","$111,454.95 ","$73,269.53 ","$106,835.11 ",,,7/30/2009,"$139,761.96 ","$73,269.53 ","$106,835.11 "," 141,960 "," 139,762 "," (2,198)",-1.5%," 111,415 "," 73,270 "," (38,145)",-34.2%," 109,925 "," 106,835 "," (3,089)",-2.8%,,7/30/2009,-1.5%,-34.2%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2009,"$92,168.69 ","$126,141.78 ","$105,590.42 ","$130,112.60 ","$112,712.03 ","$120,414.48 ","$105,683.03 ","$143,176.70 ","$102,107.21 ","$123,041.33 ","$111,114.99 ","$73,373.41 ","$107,314.87 ",,,7/31/2009,"$140,120.50 ","$73,373.41 ","$107,314.87 "," 141,960 "," 140,121 "," (1,839)",-1.3%," 111,415 "," 73,373 "," (38,042)",-34.1%," 109,925 "," 107,315 "," (2,610)",-2.4%,,7/31/2009,-1.3%,-34.1%,-2.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2009,"$94,661.16 ","$126,290.27 ","$107,120.10 ","$131,843.61 ","$115,256.46 ","$122,965.30 ","$105,683.03 ","$145,595.06 ","$102,343.24 ","$125,411.69 ","$112,592.77 ","$74,582.87 ","$108,554.25 ",,,8/3/2009,"$142,125.65 ","$74,582.87 ","$108,554.25 "," 142,126 "," 142,126 ", -   ,0.0%," 111,415 "," 74,583 "," (36,832)",-33.1%," 109,925 "," 108,554 "," (1,370)",-1.2%,,8/3/2009,0.0%,-33.1%,-1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2009,"$94,215.42 ","$125,284.87 ","$106,522.38 ","$131,655.07 ","$114,803.70 ","$122,672.58 ","$105,683.03 ","$146,142.07 ","$101,529.34 ","$124,973.43 ","$112,474.21 ","$74,775.79 ","$108,714.17 ",,,8/4/2009,"$141,959.10 ","$74,775.79 ","$108,714.17 "," 142,126 "," 141,959 ", (167),-0.1%," 111,415 "," 74,776 "," (36,639)",-32.9%," 109,925 "," 108,714 "," (1,210)",-1.1%,,8/4/2009,-0.1%,-32.9%,-1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2009,"$93,422.44 ","$124,606.71 ","$105,816.18 ","$131,086.89 ","$114,894.04 ","$122,604.42 ","$105,683.03 ","$145,796.59 ","$101,909.16 ","$124,235.94 ","$111,822.00 ","$74,560.61 ","$108,474.29 ",,,8/5/2009,"$141,654.96 ","$74,560.61 ","$108,474.29 "," 142,126 "," 141,655 ", (471),-0.3%," 111,415 "," 74,561 "," (36,854)",-33.1%," 109,925 "," 108,474 "," (1,450)",-1.3%,,8/5/2009,-0.3%,-33.1%,-1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2009,"$92,592.69 ","$124,333.78 ","$105,230.18 ","$130,427.33 ","$113,566.45 ","$120,920.20 ","$105,683.03 ","$144,788.94 ","$101,149.52 ","$123,467.74 ","$110,758.69 ","$74,174.77 ","$107,994.53 ",,,8/6/2009,"$140,432.33 ","$74,174.77 ","$107,994.53 "," 142,126 "," 140,432 "," (1,693)",-1.2%," 111,415 "," 74,175 "," (37,240)",-33.4%," 109,925 "," 107,995 "," (1,930)",-1.8%,,8/6/2009,-1.2%,-33.4%,-1.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2009,"$93,688.15 ","$125,214.29 ","$106,170.16 ","$131,121.93 ","$114,651.41 ","$122,531.28 ","$105,683.03 ","$146,833.03 ","$103,347.05 ","$124,476.78 ","$112,288.95 ","$75,146.79 ","$108,514.27 ",,,8/7/2009,"$142,307.11 ","$75,146.79 ","$108,514.27 "," 142,307 "," 142,307 ", -   ,0.0%," 111,415 "," 75,147 "," (36,268)",-32.6%," 109,925 "," 108,514 "," (1,410)",-1.3%,,8/7/2009,0.0%,-32.6%,-1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2009,"$92,801.48 ","$125,589.32 ","$105,765.76 ","$130,883.20 ","$113,664.62 ","$121,395.14 ","$105,683.03 ","$146,487.55 ","$102,750.19 ","$123,643.09 ","$111,052.37 ","$74,990.97 ","$108,514.27 ",,,8/10/2009,"$141,460.44 ","$74,990.97 ","$108,514.27 "," 142,307 "," 141,460 ", (847),-0.6%," 111,415 "," 74,991 "," (36,424)",-32.7%," 109,925 "," 108,514 "," (1,410)",-1.3%,,8/10/2009,-0.6%,-32.7%,-1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2009,"$91,486.02 ","$126,106.01 ","$105,149.30 ","$129,724.23 ","$112,170.44 ","$119,767.30 ","$105,683.03 ","$144,587.41 ","$102,451.76 ","$122,395.97 ","$109,822.56 ","$74,056.05 ","$107,954.55 ",,,8/11/2009,"$139,979.52 ","$74,056.05 ","$107,954.55 "," 142,307 "," 139,980 "," (2,328)",-1.6%," 111,415 "," 74,056 "," (37,359)",-33.5%," 109,925 "," 107,955 "," (1,970)",-1.8%,,8/11/2009,-1.6%,-33.5%,-1.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2009,"$92,666.21 ","$125,447.66 ","$105,640.98 ","$130,652.61 ","$113,490.93 ","$121,743.72 ","$105,683.03 ","$146,170.86 ","$102,451.76 ","$123,473.35 ","$111,188.35 ","$74,849.99 ","$108,714.17 ",,,8/12/2009,"$141,396.61 ","$74,849.99 ","$108,714.17 "," 142,307 "," 141,397 ", (911),-0.6%," 111,415 "," 74,850 "," (36,565)",-32.8%," 109,925 "," 108,714 "," (1,210)",-1.1%,,8/12/2009,-0.6%,-32.8%,-1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2009,"$93,753.37 ","$125,542.21 ","$106,333.48 ","$131,730.70 ","$115,321.57 ","$123,541.64 ","$105,683.03 ","$147,466.41 ","$101,230.91 ","$124,512.33 ","$111,969.90 ","$75,421.33 ","$109,353.85 ",,,8/13/2009,"$142,336.81 ","$75,421.33 ","$109,353.85 "," 142,337 "," 142,337 ", -   ,0.0%," 111,415 "," 75,421 "," (35,994)",-32.3%," 109,925 "," 109,354 ", (571),-0.5%,,8/13/2009,0.0%,-32.3%,-0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2009,"$92,314.49 ","$126,123.81 ","$105,658.60 ","$130,507.09 ","$113,349.19 ","$121,143.52 ","$105,683.03 ","$146,113.28 ","$101,773.51 ","$123,160.19 ","$110,282.90 ","$74,842.57 ","$108,274.39 ",,,8/14/2009,"$140,841.05 ","$74,842.57 ","$108,274.39 "," 142,337 "," 140,841 "," (1,496)",-1.1%," 111,415 "," 74,843 "," (36,572)",-32.8%," 109,925 "," 108,274 "," (1,650)",-1.5%,,8/14/2009,-1.1%,-32.8%,-1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2009,"$89,045.04 ","$125,416.06 ","$103,471.16 ","$127,898.87 ","$110,311.50 ","$117,337.86 ","$105,683.03 ","$142,313.00 ","$99,196.16 ","$120,102.09 ","$107,062.91 ","$73,002.41 ","$106,995.03 ",,,8/17/2009,"$137,097.45 ","$73,002.41 ","$106,995.03 "," 142,337 "," 137,097 "," (5,239)",-3.7%," 111,415 "," 73,002 "," (38,413)",-34.5%," 109,925 "," 106,995 "," (2,930)",-2.7%,,8/17/2009,-3.7%,-34.5%,-2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2009,"$90,714.14 ","$125,888.70 ","$104,624.72 ","$129,126.56 ","$111,472.54 ","$118,904.18 ","$105,683.03 ","$143,810.08 ","$100,525.53 ","$121,668.34 ","$109,212.14 ","$73,581.17 ","$107,874.59 ",,,8/18/2009,"$138,912.02 ","$73,581.17 ","$107,874.59 "," 142,337 "," 138,912 "," (3,425)",-2.4%," 111,415 "," 73,581 "," (37,834)",-34.0%," 109,925 "," 107,875 "," (2,050)",-1.9%,,8/18/2009,-2.4%,-34.0%,-1.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2009,"$91,168.82 ","$126,715.38 ","$105,171.92 ","$129,725.73 ","$111,676.52 ","$119,373.34 ","$105,683.03 ","$145,048.05 ","$101,013.87 ","$122,078.65 ","$109,997.59 ","$74,226.71 ","$108,314.37 ",,,8/19/2009,"$139,752.67 ","$74,226.71 ","$108,314.37 "," 142,337 "," 139,753 "," (2,584)",-1.8%," 111,415 "," 74,227 "," (37,188)",-33.4%," 109,925 "," 108,314 "," (1,610)",-1.5%,,8/19/2009,-1.8%,-33.4%,-1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2009,"$92,542.15 ","$127,302.52 ","$106,193.54 ","$130,816.29 ","$112,488.49 ","$120,573.92 ","$105,683.03 ","$146,429.97 ","$101,122.39 ","$123,366.34 ","$111,552.51 ","$74,990.97 ","$109,113.97 ",,,8/20/2009,"$141,026.84 ","$74,990.97 ","$109,113.97 "," 142,337 "," 141,027 "," (1,310)",-0.9%," 111,415 "," 74,991 "," (36,424)",-32.7%," 109,925 "," 109,114 ", (811),-0.7%,,8/20/2009,-0.9%,-32.7%,-0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2009,"$93,911.00 ","$126,283.34 ","$106,674.44 ","$132,382.45 ","$114,523.00 ","$122,962.86 ","$105,683.03 ","$149,165.02 ","$101,583.60 ","$124,640.10 ","$113,312.43 ","$76,460.13 ","$110,313.37 ",,,8/21/2009,"$143,153.29 ","$76,460.13 ","$110,313.37 "," 143,153 "," 143,153 ", -   ,0.0%," 111,415 "," 76,460 "," (34,955)",-31.4%," 110,313 "," 110,313 ", -   ,0.0%,,8/21/2009,0.0%,-31.4%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2009,"$94,070.88 ","$127,105.86 ","$107,047.72 ","$132,574.93 ","$114,613.80 ","$122,961.62 ","$105,683.03 ","$149,366.55 ","$101,095.26 ","$124,802.74 ","$112,700.66 ","$76,452.71 ","$110,193.43 ",,,8/24/2009,"$142,991.25 ","$76,452.71 ","$110,193.43 "," 143,153 "," 142,991 ", (162),-0.1%," 111,415 "," 76,453 "," (34,962)",-31.4%," 110,313 "," 110,193 ", (120),-0.1%,,8/24/2009,-0.1%,-31.4%,-0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2009,"$94,115.64 ","$127,618.95 ","$107,245.06 ","$132,712.88 ","$114,477.84 ","$123,048.94 ","$105,683.03 ","$149,654.45 ","$101,339.43 ","$124,830.42 ","$113,277.92 ","$76,601.11 ","$110,713.17 ",,,8/25/2009,"$143,305.79 ","$76,601.11 ","$110,713.17 "," 143,306 "," 143,306 ", -   ,0.0%," 111,415 "," 76,601 "," (34,814)",-31.2%," 110,713 "," 110,713 ", -   ,0.0%,,8/25/2009,0.0%,-31.2%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2009,"$93,884.14 ","$128,048.43 ","$107,247.82 ","$132,677.78 ","$114,230.36 ","$122,855.86 ","$105,683.03 ","$149,539.29 ","$101,556.47 ","$124,612.33 ","$112,988.88 ","$76,608.53 ","$110,713.17 ",,,8/26/2009,"$143,192.86 ","$76,608.53 ","$110,713.17 "," 143,306 "," 143,193 ", (113),-0.1%," 111,415 "," 76,609 "," (34,806)",-31.2%," 110,713 "," 110,713 ", -   ,0.0%,,8/26/2009,-0.1%,-31.2%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2009,"$93,917.07 ","$127,573.30 ","$107,111.82 ","$132,730.06 ","$114,056.65 ","$122,834.44 ","$105,683.03 ","$150,057.51 ","$101,203.78 ","$124,631.10 ","$112,603.59 ","$76,779.19 ","$110,953.05 ",,,8/27/2009,"$143,160.65 ","$76,779.19 ","$110,953.05 "," 143,306 "," 143,161 ", (145),-0.1%," 111,415 "," 76,779 "," (34,636)",-31.1%," 110,953 "," 110,953 ", -   ,0.0%,,8/27/2009,-0.1%,-31.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2009,"$93,717.86 ","$128,310.76 ","$107,234.36 ","$132,655.79 ","$114,451.70 ","$123,330.34 ","$105,683.03 ","$149,942.35 ","$101,909.16 ","$124,429.79 ","$112,868.09 ","$76,764.35 ","$110,953.05 ",,,8/28/2009,"$143,448.19 ","$76,764.35 ","$110,953.05 "," 143,448 "," 143,448 ", -   ,0.0%," 111,415 "," 76,764 "," (34,651)",-31.1%," 110,953 "," 110,953 ", -   ,0.0%,,8/28/2009,0.0%,-31.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2009,"$92,275.78 ","$128,439.05 ","$106,409.30 ","$131,463.43 ","$112,733.78 ","$121,358.30 ","$106,476.61 ","$148,502.85 ","$102,017.68 ","$123,067.70 ","$111,355.11 ","$76,081.71 ","$110,113.47 ",,,8/31/2009,"$142,000.29 ","$76,081.71 ","$110,113.47 "," 143,448 "," 142,000 "," (1,448)",-1.0%," 111,415 "," 76,082 "," (35,333)",-31.7%," 110,953 "," 110,113 ", (840),-0.8%,,8/31/2009,-1.0%,-31.7%,-0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
